试卷类别,Egs对应标签题型,题型,基本题型,Directions材料题干,选项与解析,正确答案解析,选项是否随机出现,是否依赖上级父题目,子题目是否可以随机出现
"大学英语六级","词汇","Multiple Choice","选择题","<br />Patients, it is claimed, were kept in ________ of what was wrong with them.<br />","foundation_|_possibility_|_exception_|_ignorance,3","","0","0","2"
"大学英语六级","词汇","Multiple Choice","选择题","<br />________ to the proposal so far have been mixed.<br />","Instincts_|_Imaginations_|_Reactions_|_Realities,2","","0","0","2"
"大学英语六级","词汇","Multiple Choice","选择题","<br />I thought I would remain calm, but when I was ________ by the TV camera, I became very nervous.<br />","confronted_|_affected_|_attached_|_dominated,0","","0","0","2"
"大学英语六级","词汇","Multiple Choice","选择题","<br />They have ________ as the leading scientists in their field.<br />","emerged_|_known_|_broken_|_recognized,0","","0","0","2"
"大学英语六级","词汇","Multiple Choice","选择题","<br />We hope to become more ________ in knowing when earthquakes happen.<br />","accurate_|_reasonable_|_apparent_|_aware,0","","0","0","2"
"大学英语六级","词汇","Multiple Choice","选择题","<br />As a teacher you have to ________ your methods to suit the needs of slower children.<br />","enlarge_|_adjust_|_affect_|_afford,1","","0","0","2"
"大学英语六级","词汇","Multiple Choice","选择题","<br />The Broadcasting Museum also offers Saturday workshops to ________ children with the world of radio.<br />","contrive_|_acquaint_|_acquire_|_admit,1","","0","0","2"
"大学英语六级","词汇","Multiple Choice","选择题","<br />We consider ________ the instrument be adjusted each time it is used.<br />","that it necessary_|_necessary that_|_it necessary_|_that necessary ,2","","0","0","2"
"大学英语六级","词汇","Multiple Choice","选择题","<br />He ran ________ no one could catch him.<br />","so fast as_|_very fast that_|_that fast for_|_so fast that ,3","","0","0","2"
"大学英语六级","词汇","Multiple Choice","选择题","<br />Young _______ he is, he is equal to the task.<br />","although_|_because_|_as_|_however,2","","0","0","2"
"大学英语六级","词汇","Multiple Choice","选择题","<br />Going out in a hurry, _________.<br />","Floyd's keys were left on the table_|_Floyd left his keys on the table_|_Floyd have left his keys on the table_|_the keys were left on the table by Floyd ,1","","0","0","2"
"大学英语六级","词汇","Multiple Choice","选择题","<br />_______ coming of the Space Age, a new area has been added to the study of the planets.<br />","While_|_It is the_|_When the_|_With the ,3","","0","0","2"
"大学英语六级","词汇","Multiple Choice","选择题","<br />I don't think there is _______ to worry about, _______?<br />","nothing... do I_|_something... isn't there_|_anything... is there_|_anything... is it ,2","","0","0","2"
"大学英语六级","词汇","Multiple Choice","选择题","<br />It is __________ that a prospective employer should want to know if someone has a criminal record.<br />","reasoning_|_a reason for _|_reasoned_|_reasonable ,3","","0","0","2"
"大学英语六级","词汇","Multiple Choice","选择题","<br />The psychologist advised them to __________ a certain portion of time each evening for homework.<br />","set about_|_set apart_|_set aside _|_set out ,2","","0","0","2"
"大学英语六级","词汇","Multiple Choice","选择题","<br />The children will now play some pieces of music that they __________ themselves.<br />","were taught_|_composed_|_accomplished_|_worked,1","","0","0","2"
"大学英语六级","词汇","Multiple Choice","选择题","<br />In the film, the peaceful life of a monk __________ the violent life of a murderer.<br />","is compared with_|_is compared to_|_is contrasted to_|_is contrasted with,3","","0","0","2"
"大学英语六级","词汇","Multiple Choice","选择题","<br />___________ to pay for an order is simplicity itself.<br />","Use plastic_|_Using plastics_|_Using plastic_|_Used plastic ,2","","0","0","2"
"大学英语六级","词汇","Multiple Choice","选择题","<br />The audience ___________ the decision, but I pointed out that we ought not to relax about this matter.<br />","applauded for_|_applauded_|_applauded to_|_applauded at ,1","","0","0","2"
"大学英语六级","词汇","Multiple Choice","选择题","<br />Ellen was determined to ____________, despite the late hour.<br />","stay awake_|_stay awaking_|_stay awoken_|_stay awaken,0","","0","0","2"
"大学英语六级","词汇","Multiple Choice","选择题","<br />Fed up with the disastrous performances of the team he'd been watching for years, he ____________ his support to their rivals.<br />","kept_|_recalled_|_transferred_|_moved,2","","0","0","2"
"大学英语六级","词汇","Multiple Choice","选择题","<br />My uncle is great. In our family, he's ______ his cooking.<br />","famous about_|_famous with_|_famous for _|_famous in ,2","","0","0","2"
"大学英语六级","词汇","Multiple Choice","选择题","<br />Only two people survived the fire that ______ at midnight.<br />","broke out_|_broke off _|_broke up_|_broke down ,0","","0","0","2"
"大学英语六级","词汇","Multiple Choice","选择题","<br />To complete the task successfully, we have to get well prepared ______.<br />","in advance_|_in detail_|_in turn_|_in force ,0","","0","0","2"
"大学英语六级","词汇","Multiple Choice","选择题","<br />&nbsp;I _______ the truth of your remarks, although they go against my interests.<br />","cannot but admit_|_cannot but to admit_|_cannot but admitting_|_cannot help but admitting ,0","","0","0","2"
"大学英语六级","词汇","Multiple Choice","选择题","<br />She hardly ever eats _______ potatoes.<br />","every bread or_|_bread or _|_neither bread or _|_neither bread nor,1","","0","0","2"
"大学英语六级","词汇","Multiple Choice","选择题","<p>&mdash;Why does Dr. Takin prefer his office?<br />&mdash;Because here he is free to do his research _______ he wants.<br />&nbsp;</p>","some way_|_anyhow_|_anyway_|_whatever,2","","0","0","2"
"大学英语六级","词汇","Multiple Choice","选择题","<br />Unemployment in some large cities was _______ problem that the government had to provide free grain for many of the poor people.<br />","so a serious _|_a such serious_|_a so serious_|_such a serious,3","","0","0","2"
"大学英语六级","词汇","Multiple Choice","选择题","<br />The strike was not a success because of the workers' leader who ________ the managers.<br />","sold out to_|_sold out_|_sold off_|_sold up,0","","0","0","2"
"大学英语六级","词汇","Multiple Choice","选择题","<br />In our discussion today, I'd like first to ________ the influences that the Internet will exercise on modern life.<br />","account to _|_account for_|_talk_|_say,1","","0","0","2"
"大学英语六级","词汇","Multiple Choice","选择题","<br />I work in the English department that _______ three teaching sections.<br />","makes of_|_constitutes_|_consists of  _|_forms,2","","0","0","2"
"大学英语六级","词汇","Multiple Choice","选择题","<br />Being ________ who you really are is the first step to integrity.<br />","open to_|_open for_|_open with_|_open about ,3","","0","0","2"
"大学英语六级","词汇","Multiple Choice","选择题","<br />You asked me if you should move your parents in. Well, I can't advise you on such a question; it's a matter of ________.<br />","consciousness_|_conscience_|_kindness_|_sympathy,1","","0","0","2"
"大学英语六级","词汇","Multiple Choice","选择题","<br />To cheat or not to cheat, this is a(n) ________ of honesty.<br />","question_|_problem_|_request_|_issue,0","","0","0","2"
"大学英语六级","词汇","Multiple Choice","选择题","<br />To be frank, I'd rather you ________ in the case.<br />","will not be involved_|_not involved_|_not to be involved_|_were not involved ,3","","0","0","2"
"大学英语六级","词汇","Multiple Choice","选择题","<br />If you think that the illness might be serious you should not ______ going to the doctor.<br />","put off _|_hold back _|_put away_|_hold up ,0","","0","0","2"
"大学英语六级","词汇","Multiple Choice","选择题","<br />The coming of the railways in the 1830s ______ our society and economic life.<br />","transformed_|_transported_|_transferred_|_translated,0","","0","0","2"
"英语专业八级","人文知识","Multiple Choice","选择题","The novel <i>The Great Gatsby</i> was written by ________.","Mark Twain_|_F. Scott Fitzgerald_|_Ernest Hemingway_|_William Faulkner,1","","0","0","2"
"大学英语六级","词汇","Multiple Choice","选择题","<p>Only members of the company are __________ to use the facilities.&nbsp;</p>","deserved_|_entitled_|_undertaken_|_guaranteed,1","","0","0","2"
"大学英语六级","词汇","Multiple Choice","选择题","<p>She had clearly no _____________ of doing any work, although she was very well paid.&nbsp;</p>","tendency_|_foundation_|_intention_|_belonging,2","","0","0","2"
"大学英语六级","词汇","Multiple Choice","选择题","<p>The price of gold rose again, partly __________ news about the war.&nbsp;</p>","result in_|_go with_|_because_|_due to 
,3","","0","0","2"
"大学英语六级","词汇","Multiple Choice","选择题","<p>Responsibilities ____________ becoming a father.&nbsp;</p>","charge for _|_go with_|_save for_|_go through ,1","","0","0","2"
"大学英语六级","词汇","Multiple Choice","选择题","<p>If you __________ in your payment for the house again, you may get thrown out.&nbsp;</p>","fall behind_|_account for_|_charged for_|_come to,0","","0","0","2"
"大学英语六级","词汇","Multiple Choice","选择题","<p>The country has ____________ too many wars in the past few decades; its people are longing for peace so much.&nbsp;</p>","prevented from_|_resulted in_|_gone through_|_gone with,2","","0","0","2"
"大学英语六级","词汇","Multiple Choice","选择题","<p>She wouldn't even take a short rest there, ____________ stay for the night.&nbsp;</p>","much more_|_much few_|_much lesser_|_much less,3","","0","0","2"
